,English words/sentences,French words/sentences
8712,kiss tom for me,dale un beso a tom de mi parte
8713,koalas are cute,los koalas son monos
8714,kumi made a box,kumi hizo una caja
8715,lead is a metal,el plomo es un metal
8716,leave tom alone,deja solo a tom
8717,leave tom to me,dejame a tom
8718,leave a message,deje un mensaje
8719,leave a message,deja un mensaje
8720,leave him alone,dejadle solo
8721,leave our house,vayase de nuestra casa
8722,leave the tv on,deja la television encendida
8723,leave this here,deja eso aqui
8724,lemons are sour,los limones son acidos
8725,lemons are sour,los limones son amargos
8726,let me be happy,dejame ser feliz
8727,let me call tom,dejame llamar a tom
8728,let me call tom,deja que llame a tom
8729,let me call tom,espera que llamo a tom
8730,let me carry it,dejame llevarlo
8731,let me find out,dejame averiguarlo
8732,let me fix that,dejame arreglarlo
8733,let me fix that,deja que lo arregle
8734,let me go alone,dejame ir solo
8735,let me help you,dejame ayudarte
8736,let me see that,dejame ver eso
8737,let me see that,a ver eso
8738,let me sit down,dejame sentarme
8739,let us sit down,sentemonos
8740,lets celebrate,celebremos
8741,lets come back,volvamos
8742,lets do it now,hagamoslo ahora
8743,lets eat first,primero comamos
8744,lets eat lunch,comamos
8745,lets eat sushi,comamos sushi
8746,lets fly kites,remontemos barriletes
8747,lets fly kites,remontemos cometas
8748,lets fly kites,volemos una cometa
8749,lets fly kites,volemos cometas
8750,lets forget it,olvidemoslo
8751,lets get a cab,tomemos un taxi
8752,lets get along,llevemonos bien
8753,lets get drunk,emborrachemonos
8754,lets get drunk,embriaguemonos
8755,lets get drunk,curemonos
8756,lets get ready,alistemonos
8757,lets go by bus,vayamos en colectivo
8758,lets go by car,vayamos en coche
8759,lets go to bed,vamonos a la cama
8760,lets rest here,descansemos aqui
8761,lets stay here,quedemonos aca
8762,lets stop here,paremos aqui
8763,lets try again,intentemos otra vez
8764,lets turn back,volvamos
8765,lets visit tom,visitemos a tom
8766,lets wait here,esperemos aqui
8767,life aint easy,la vida no es facil
8768,life is a dream,la vida es sueno
8769,life is a dream,la vida es un sueno
8770,life is strange,la vida es extrana
8771,life isnt easy,la vida no es facil
8772,life isnt fair,la vida no es equitativa
8773,lifes not fair,la vida es injusta
8774,listen a minute,escuche usted un momento
8775,lock the office,cierra la oficina con llave
8776,look at the cat,mira al gato
8777,look at the sky,mira al cielo
8778,look behind you,mira detras de ti
8779,loosen your tie,aflojate la corbata
8780,lunch is served,la comida esta servida
8781,make it smaller,achicalo
8782,make it smaller,hazlo mas pequeno
8783,make it smaller,hazlo mas chico
8784,make some noise,haz ruido
8785,make some noise,haced ruido
8786,make some noise,armad jaleo
8787,make some noise,mete boche
8788,mary helped tom,mary le ayudo a tom
8789,mary is a model,mary es modelo
8790,mary is a widow,mary es viuda
8791,mary is glowing,mary esta resplandeciente
8792,mary is glowing,mary esta radiante
8793,mary is my wife,maria es mi esposa
8794,marys my niece,mary es mi sobrina
8795,may i go to bed,me puedo ir a acostar
8796,may i leave now,puedo irme ya
8797,may i try it on,me lo puedo probar
8798,maybe im wrong,puede que este equivocado
8799,maybe its true,tal vez es verdad
8800,meet me at,veamonos a las dos y media
8801,meet me tonight,reunete conmigo esta noche
8802,men should work,los hombres tienen que trabajar
8803,merry christmas,feliz navidad
8804,might i come in,puedo entrar
8805,mom has a fever,mama tiene fiebre
8806,money is needed,hace falta dinero
8807,my book is here,mi libro esta aqui
8808,my cat is white,mi gato es blanco
8809,my dog is white,mi perro es blanco
8810,my father is in,mi padre esta en casa
8811,my hair is long,mi pelo es largo
8812,my hat blew off,se me volo el sombrero
8813,my house is big,mi casa es grande
8814,my shifts over,mi turno termino
8815,my shoes squeak,mis zapatos chirrian
8816,nature is cruel,la naturaleza es cruel
8817,never forget it,nunca lo olvides
8818,never let me go,nunca me dejes ir
8819,never play here,nunca juegues aqui
8820,never say never,nunca digas nunca
8821,never say never,nunca hay que decir nunca
8822,never tell lies,nunca digas mentiras
8823,never trust tom,nunca confies en tom
8824,nice seeing you,que gusto verte
8825,no one answered,nadie respondio
8826,no one got hurt,nadie salio herido
8827,no one loves me,nadie me ama
8828,no one saw that,nadie vio eso
8829,no one saw that,nadie vio aquello
8830,no ones hungry,nadie tiene hambre
8831,nobody answered,nadie respondio
8832,nobody wants it,nadie quiere eso
8833,nobody wants it,nadie lo quiere
8834,nobody was home,no habia nadie en casa
8835,nothing changes,nada cambia
8836,nothing is free,nada es gratis
8837,nothing is free,no hay nada gratis
8838,now stand still,ahora quedate quieto
8839,now stop crying,ya basta de llorar
8840,now stop crying,para de llorar
8841,oh dont worry,oh no te preocupes
8842,only tom stayed,solo se quedo tom
8843,open the bottle,abre la botella
8844,open your books,abran sus libros
8845,open your mouth,abra la boca
8846,open your mouth,abre la boca
8847,open your mouth,abra la boca
8848,open your mouth,abre la boca
8849,open your mouth,abre la boca
8850,open your mouth,abri la boca
8851,open your mouth,abrid la boca
8852,open your mouth,abran la boca
8853,parties are fun,las fiestas son divertidas
8854,parties bore me,las fiestas me aburren
8855,pass me the pen,prestame el boligrafo
8856,please call tom,por favor llama a tom
8857,please call him,llamalo por favor
8858,please continue,por favor continue
8859,please continue,por favor prosiga
8860,please find tom,por favor encuentra a tom
8861,please fix that,arregle eso por favor
8862,please fix this,por favor arregla esto
8863,please fix this,por favor arreglad esto
8864,please fix this,por favor arregla esto
8865,please fix this,por favor arregle esto
8866,please fix this,por favor arreglen esto
8867,please go ahead,continua por favor
8868,please help tom,ayuda a tom por favor
8869,please hurry up,por favor apurate
8870,please hurry up,apresurate por favor
8871,please sit down,por favor sientese
8872,please sit down,tome asiento por favor
8873,please sit down,sentate por favor
8874,please sit down,sentate por favor
8875,please sit here,por favor sientate aqui
8876,please sit here,sientese aqui por favor
8877,please sit here,sentaos aqui por favor
8878,please sit here,por favor sientense aqui
8879,please speak up,por favor abre la boca
8880,please speak up,por favor habla mas fuerte
8881,please take one,coge una
8882,please take one,coge una de estas
8883,please tell tom,por favor diselo a tom
8884,please tell me,dimelo por favor
8885,prices are high,los precios estan altos
8886,prices are high,los precios son altos
8887,put on your cap,ponte el sombrero
8888,put on your hat,ponte tu sombrero
8889,put your hat on,ponte el sombrero
8890,read this first,lee esto primero
8891,read this first,lee esto primero
8892,read this first,lean esto primero
8893,remind me later,recuerdamelo mas tarde
8894,remove your hat,quitate el sombrero
8895,repeat after me,repite despues de mi
8896,repeat it to me,repitemelo
8897,rules are rules,las reglas son las reglas
8898,saddle my horse,ensilla mi caballo
8899,save your voice,cuida tu voz
8900,say no to drugs,dile no a las drogas
8901,say you love me,di que me amas
8902,school bores me,el colegio me aburre
8903,see you at,te vere a las dos y media
8904,see you at five,nos vemos a las cinco
8905,see you tonight,nos vemos esta noche
8906,send it airmail,envielo por correo aereo
8907,send it by mail,envialo por correo
8908,send them to me,mandemelos
8909,shall we go now,nos vamos ahora
8910,she admired him,ella lo admiraba
8911,she adores cats,ella adora los gatos
8912,she adores cats,ella ama a los gatos
8913,she adores cats,ella adora a los gatos
8914,she deserved it,ella se lo merecia
8915,she disappeared,ella desaparecio
8916,she fell asleep,ella se durmio
8917,she forgave him,ella lo perdono
8918,she got up late,ella se levanto tarde
8919,she had a radio,ella tenia una radio
8920,she has one cat,ella tiene un gato
8921,she is canadian,es canadiense
8922,she is canadian,ella es canadiense
8923,she is japanese,ella es japonesa
8924,she is a beauty,ella es una belleza
8925,she is a genius,ella es un genio
8926,she is a singer,ella es cantante
8927,she is carefree,ella es despreocupada
8928,she is graceful,ella es gracil
8929,she is not tall,ella no es alta
8930,she is too weak,ella es demasiado debil
8931,she isnt there,no esta ahi
8932,she isnt young,ella no es joven
8933,she lives alone,ella vive sola
8934,she looks happy,ella parece feliz
8935,she looks happy,ella se ve feliz
8936,she looks happy,parece feliz
8937,she lost a book,ella perdio un libro
8938,she lost a book,perdio un libro
8939,she married him,ella se caso con el
8940,she married him,se caso con el
8941,she pinched him,ella le pellizco
8942,she scolded him,lo reto
8943,she slapped him,lo abofeteo
8944,she stabbed him,ella lo apunalo
8945,she talks a lot,ella habla demasiado
8946,she tied him up,ella lo ato
8947,she took it off,se lo quito
8948,she trusted you,ella confiaba en ti
8949,she was panting,ella estaba jadeando
8950,she went inside,ella se fue adentro
8951,she woke him up,ella le desperto
8952,she worked hard,ella trabajo duro
8953,shes brazilian,es brasilena
8954,shes assertive,ella es asertiva
8955,shes beautiful,es guapa
8956,shes beautiful,ella es preciosa
8957,shes in danger,ella esta en peligro
8958,shes my sister,ella es mi hermana
8959,shes my sister,es mi hermana
8960,shes no singer,ella no es ninguna cantante
8961,shes no singer,ella no es cantante
8962,shes on a diet,ella esta a dieta
8963,show me the way,muestrame el camino
8964,show pity on me,ten piedad de mi
8965,show pity on me,tenga piedad de mi
8966,show pity on me,tengan piedad de mi
8967,show your cards,muestra tus cartas
8968,shut your mouth,cierra la boca
8969,sit up straight,sientate derecho
8970,sit up straight,sientese recto
8971,somebody called,alguien llamo
8972,somebodys here,aqui hay alguien
8973,somebodys here,hay alguno aqui
8974,someone coughed,alguien tosio
8975,someone help me,que alguien me ayude
8976,someones there,alguien esta alli
8977,sorry i forgot,perdon se me olvido
8978,sorry i forgot,lo siento se me olvido
8979,sound the alarm,toca la alarma
8980,speak your mind,di lo que piensas
8981,spring has come,llego la primavera
8982,spring has come,ha llegado la primavera
8983,spring has come,la primavera llego
8984,spring has come,la primavera ha llegado
8985,stay for supper,quedate a cenar
8986,stay in the car,quedate en el auto
8987,stay in the car,quedate en el auto
8988,steal the money,roba el dinero
8989,stop being nosy,no te entrometas
8990,stop being nosy,no seas cotilla
8991,stop being nosy,no marujees
8992,stop doing that,deja de hacer eso
8993,stop doing that,para de hacer eso
8994,stop right here,parate aqui
8995,stop right here,detente aqui
8996,stop right here,parese aqui mismo
8997,stop right here,parate aqui mismo
8998,stop squabbling,dejad de reniros
8999,stop squabbling,ya basta de disputas
9000,stop that truck,deten ese camion
9001,stop that woman,para a esa mujer
9002,stop that woman,deten a esa senora
9003,stop that woman,detenga a esa mujer
9004,stop whimpering,para de quejarte
9005,sweep the floor,barre el piso
9006,take tom inside,lleva adentro a tom
9007,take an aspirin,toma una aspirina
9008,take everything,cogelo todo
9009,tell me a story,cuentame un cuento
9010,thanks for that,gracias por eso
9011,thanks for this,gracias por esto
9012,that car is his,ese auto es de el
9013,that dog is big,ese perro es grande
9014,that dog jumped,ese perro brinco
9015,that dog jumped,ese perro salto
9016,that dog jumped,esa perra brinco
9017,that dog jumped,esa perra salto
9018,that is a table,esta es una mesa
9019,that is her car,ese es su coche
9020,that is her car,es su coche
9021,that is her car,ese es el carro de ella
9022,that is his car,ese es su coche
9023,that is his car,ese es su coche
9024,that isnt fair,eso es injusto
9025,that isnt real,eso no es real
9026,that looks good,tiene buen aspecto
9027,that man is tom,ese hombre es tomas
9028,that man is tom,aquel hombre es tomas
9029,that might help,eso podria ayudar
9030,that wasnt tom,ese no era tom
9031,that wont work,eso no va a funcionar
9032,thats a church,esa es una iglesia
9033,thats a pagoda,esa es una pagoda
9034,thats a relief,eso es un alivio
9035,thats about it,eso es mas o menos todo
9036,thats adorable,es adorable
9037,thats bad news,son malas noticias
9038,thats childish,eso es una ninada
9039,thats doubtful,es dudoso
9040,thats my dress,ese es mi vestido
9041,thats my fault,eso es mi culpa
9042,thats nonsense,eso es absurdo
9043,thats not fair,eso es injusto
